path,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17
data\train\jeruk_lemon\good_quality_155.jpg,jeruk_lemon,83.7672119140625,144.80523681640625,155.46392822265625,51.690189361572266,48.43722152709961,50.62880325317383,26.3336181640625,111.77923583984375,155.58355712890625,3.929853916168213,84.8203353881836,50.62693786621094,141.06170654296875,45.72099304199219,2090.4091796875,263.0798645019531,0.06915283203125
data\train\jeruk_lemon\good_quality_156.jpg,jeruk_lemon,73.44000244140625,147.70684814453125,158.8353271484375,52.971900939941406,28.206037521362305,33.809146881103516,27.65008544921875,126.41827392578125,159.15972900390625,3.976991891860962,95.57574462890625,33.71004867553711,142.59039306640625,26.241947174072266,688.6397705078125,105.2712631225586,0.02978515625
data\train\jeruk_lemon\good_quality_157.jpg,jeruk_lemon,88.3160400390625,143.200439453125,152.708984375,58.96105194091797,59.13212585449219,58.45286178588867,27.822509765625,107.46337890625,153.17919921875,9.949750900268555,81.70639038085938,58.711082458496094,139.78857421875,56.5013313293457,3192.400146484375,268.99566650390625,0.09393310546875
data\train\jeruk_lemon\good_quality_158.jpg,jeruk_lemon,83.11614990234375,138.4678955078125,148.49969482421875,53.926727294921875,59.54194259643555,59.904258728027344,25.55194091796875,110.0087890625,148.6744384765625,4.399872303009033,81.3453369140625,60.035587310791016,135.15753173828125,56.48580551147461,3190.64599609375,369.2125244140625,0.08648681640625
data\train\jeruk_lemon\good_quality_159.jpg,jeruk_lemon,97.27081298828125,146.2225341796875,152.73602294921875,49.7674674987793,47.08125305175781,49.215911865234375,28.35699462890625,90.46923828125,153.05023193359375,5.211604595184326,72.82979583740234,49.3310546875,142.60955810546875,45.371089935302734,2058.535888671875,170.53494262695312,0.0618896484375
data\train\jeruk_lemon\good_quality_16.jpg,jeruk_lemon,100.212646484375,147.05584716796875,151.6932373046875,55.17163848876953,54.62773513793945,53.18354797363281,29.64434814453125,91.219970703125,152.45330810546875,6.407500743865967,74.27536010742188,53.43936538696289,143.11187744140625,52.50182342529297,2756.441162109375,217.40806579589844,0.0743408203125
data\train\jeruk_lemon\good_quality_160.jpg,jeruk_lemon,55.30560302734375,90.63775634765625,100.52459716796875,30.00483512878418,38.554996490478516,42.26884460449219,21.61663818359375,105.58740234375,100.5318603515625,5.9975433349609375,77.20298767089844,42.263790130615234,89.58013916015625,36.96852111816406,1366.67138671875,373.38861083984375,0.08135986328125
data\train\jeruk_lemon\good_quality_161.jpg,jeruk_lemon,81.12109375,142.6092529296875,152.75762939453125,48.56439208984375,45.02187728881836,51.70378112792969,28.0281982421875,112.88531494140625,153.33489990234375,5.998458385467529,81.05126190185547,51.48289489746094,138.640380859375,43.92304992675781,1929.2344970703125,132.95152282714844,0.040283203125
data\train\jeruk_lemon\good_quality_162.jpg,jeruk_lemon,86.67694091796875,156.00958251953125,168.0928955078125,43.92204284667969,30.28236198425293,39.79894256591797,31.5550537109375,111.8265380859375,168.9552001953125,12.027902603149414,84.72233581542969,39.08068084716797,151.7325439453125,28.769433975219727,827.6802978515625,89.87720489501953,0.03570556640625
data\train\jeruk_lemon\good_quality_163.jpg,jeruk_lemon,99.7742919921875,151.532958984375,157.59869384765625,44.294742584228516,42.48352813720703,45.666404724121094,28.59222412109375,90.85888671875,157.96527099609375,7.047804355621338,67.96563720703125,45.629417419433594,147.4610595703125,41.02923583984375,1683.3983154296875,189.36700439453125,0.04632568359375
data\train\jeruk_lemon\good_quality_164.jpg,jeruk_lemon,88.3712158203125,135.3944091796875,142.9859619140625,48.006656646728516,46.078060150146484,47.54315948486328,28.509033203125,95.1741943359375,143.3927001953125,5.911252975463867,80.2641372680664,47.52165222167969,132.326904296875,44.14879608154297,1949.1160888671875,812.2877807617188,0.1300048828125
data\train\jeruk_lemon\good_quality_165.jpg,jeruk_lemon,59.92718505859375,93.3460693359375,99.62896728515625,33.83339309692383,39.24333953857422,42.942806243896484,27.16009521484375,92.57830810546875,99.84136962890625,5.849705696105957,77.92975616455078,42.920772552490234,91.42138671875,37.658782958984375,1418.1839599609375,778.021484375,0.10223388671875
data\train\jeruk_lemon\good_quality_166.jpg,jeruk_lemon,87.30828857421875,121.91265869140625,125.859130859375,42.7159423828125,44.929527282714844,45.8859748840332,28.23028564453125,75.07037353515625,126.08349609375,3.9376869201660156,68.52520751953125,45.896881103515625,119.178466796875,43.14573669433594,1861.5545654296875,1369.99267578125,0.176025390625
data\train\jeruk_lemon\good_quality_167.jpg,jeruk_lemon,100.41357421875,146.49078369140625,151.66949462890625,48.23740768432617,44.22828674316406,46.06604766845703,28.6575927734375,83.58721923828125,151.91656494140625,4.2995524406433105,77.9033432006836,46.054237365722656,142.80438232421875,42.48088073730469,1804.625244140625,554.3157348632812,0.12615966796875
data\train\jeruk_lemon\good_quality_168.jpg,jeruk_lemon,96.00567626953125,152.681884765625,159.2174072265625,40.74801254272461,39.58916473388672,40.61531448364258,28.02410888671875,97.44097900390625,159.40924072265625,3.9670231342315674,67.6698226928711,40.58011245727539,148.180419921875,37.41034698486328,1399.533935546875,249.08204650878906,0.0933837890625
data\train\jeruk_lemon\good_quality_169.jpg,jeruk_lemon,106.14007568359375,146.294677734375,153.99371337890625,52.11888885498047,46.661460876464844,47.685848236083984,24.56622314453125,78.70074462890625,154.04681396484375,3.8387460708618164,71.66996765136719,47.69499588012695,144.04705810546875,45.40996551513672,2062.06494140625,490.2829895019531,0.1334228515625
data\train\jeruk_lemon\good_quality_17.jpg,jeruk_lemon,98.89373779296875,143.46710205078125,150.76470947265625,46.5736083984375,50.396507263183594,50.77146530151367,24.3167724609375,90.09466552734375,150.79071044921875,5.192521095275879,54.063575744628906,50.7795524597168,140.5535888671875,49.050804138183594,2405.9814453125,357.0491027832031,0.0777587890625
data\train\jeruk_lemon\good_quality_170.jpg,jeruk_lemon,96.2149658203125,137.092529296875,140.6181640625,46.7675895690918,54.469207763671875,55.492042541503906,29.41387939453125,75.7503662109375,141.1177978515625,4.268803596496582,69.19374084472656,55.44813919067383,133.522216796875,52.04380416870117,2708.557373046875,577.0055541992188,0.13525390625
data\train\jeruk_lemon\good_quality_171.jpg,jeruk_lemon,57.1483154296875,93.83648681640625,103.9217529296875,35.54642868041992,40.18742752075195,45.038421630859375,22.87164306640625,104.5269775390625,103.9373779296875,3.3436501026153564,85.59213256835938,45.0209846496582,92.67779541015625,38.734989166259766,1500.3992919921875,730.7936401367188,0.12994384765625
data\train\jeruk_lemon\good_quality_172.jpg,jeruk_lemon,98.88079833984375,148.4971923828125,153.54742431640625,41.6618766784668,43.25883865356445,44.952232360839844,28.8028564453125,85.32513427734375,153.931396484375,3.905400037765503,69.86011505126953,44.9664421081543,144.3624267578125,40.87449264526367,1670.7239990234375,464.297119140625,0.12939453125
